epoch	NLL	sdz	sample_time	KLD_NM	KLD_R
620	8200.169627162388	1.252951054913657	14.015618801116943	0.14079890694133215	0.0
630	7986.698196847098	1.2134826472827367	12.773036479949951	0.11229708176665619	0.0
640	7657.491130719866	1.3013158521481922	12.747183084487915	0.04086756742333987	0.0
650	8455.474061802455	1.215282947250775	13.307774305343628	0.22920397566918307	0.0
660	7833.250081961495	1.2780757652861732	13.232105493545532	0.07347096266183971	0.0
670	7814.932493373326	1.2441710267748152	12.861794471740723	0.07856066256815795	0.0
680	7665.16893484933	1.3063415944576264	13.226948499679565	0.039143580479194355	0.0
690	7871.116484723772	1.2527827548129218	13.558391809463501	0.08009163330209561	0.0
700	7865.093852887835	1.258748210327966	12.781221866607666	0.08519484057485079	0.0
710	8255.300392368861	1.1906637536627906	13.157742023468018	0.1870578102354281	0.0
720	7713.9154017857145	1.3198334502322333	12.777926683425903	0.040779108274580665	0.0
730	7845.118981933594	1.3108654307467598	13.427666902542114	0.059896779628528865	0.0
740	7966.551682826451	1.2630448997020722	12.933886051177979	0.09290466103070152	0.0
750	7685.046604701451	1.3102868212120873	12.74302053451538	0.043783182573299266	0.0
760	7874.078090122768	1.2543539315462113	13.024364233016968	0.08409243434843786	0.0
