epoch	NLL	sdz	train_time
57	6312.803043108885	0.9940683950223196	108
58	6315.73267105171	0.9945073651091401	108
59	6309.401688183156	0.9942404364256581	106
60	6304.02514144829	0.9943113254324738	106
61	6299.165039938341	0.9943683219597479	105
62	6298.092713442405	0.9944795085175689	107
63	6294.16754484305	0.9945586290594708	106
64	6292.386367975757	0.9945865594752701	107
65	6290.970349285314	0.9948586870736605	106
66	6286.6920841507845	0.9947328810734599	107
67	6288.2392792706	0.9949642414469355	107
68	6284.914563480942	0.9948254192891143	108
69	6281.5677305213	0.994806542952499	106
70	6278.29600704176	0.9948353008304476	106
71	6276.568201723655	0.9950426558742609	108
72	6274.667952984865	0.9949819001916278	106
73	6272.699664115051	0.9950900216273663	106
74	6271.297809960061	0.9951575509635857	106
75	6269.475395442125	0.995233487548315	108
76	6268.853251558997	0.9952556204902752	107
77	6265.554604733044	0.9951663202234448	109
78	6263.976091297645	0.9953315061304067	107
79	6261.474995620796	0.9953632614003168	108
80	6263.002938007988	0.9955017804030346	109
81	6261.192919264994	0.9954810432789037	106
82	6256.432546244395	0.9952555228776462	106
83	6258.838513347814	0.9957211708274123	107
84	6254.965178759108	0.9953685078385699	108
85	6254.673326268217	0.9956212146934372	108
86	6252.095274838845	0.9956281233796089	106
87	6251.00510045894	0.9955753882369653	106
88	6250.589942720011	0.9957534915663202	106
89	6248.618407108324	0.9957308796489185	107
90	6248.302082311519	0.995658211430092	106
91	6247.825375735706	0.9957139380844184	106
92	6244.9540393778025	0.9957495912308115	107
93	6246.166012121636	0.9959703029538484	106
94	6243.671283807455	0.9957037619411143	107
95	6242.280484077214	0.9957305985181321	108
96	6241.897773612668	0.9957835067013454	108
97	6243.049483691844	0.996105555996232	106
98	6240.897339633549	0.9958393686555426	107
99	6239.305272561659	0.9957309512814064	106
100	6238.270055002803	0.9958065821450922	108
101	6236.391242467769	0.995788083536208	107
102	6234.858260930493	0.9958594816148014	106
103	6235.955834413537	0.9959253320779501	107
104	6235.095896685818	0.9958988928474118	109
105	6233.563456418162	0.9959053994294239	106
106	6235.6565639889295	0.996124811343548	106
107	6232.083114227158	0.9957790450664914	106
108	6229.53498283352	0.9957530110406234	108
109	6229.347847621217	0.995860915440615	109
110	6228.428170105802	0.9957948481555476	106
111	6227.5184491486825	0.9957622429180573	106
112	6227.034236617153	0.9958898876279993	107
113	6226.997991259109	0.9958245949360287	106
114	6223.685896335482	0.9957631948817471	108
115	6223.651890064461	0.9958583957945819	107
116	6223.6180558961605	0.9960202657053824	106
117	6222.234990716088	0.995834202189082	106
118	6221.588872442545	0.9957546986271982	106
119	6221.897921629765	0.995932515747344	107
120	6218.872883530689	0.9957688935669013	109
121	6218.8876953125	0.9959097147522485	107
122	6217.914167162977	0.9960003757690635	107
123	6217.936053110987	0.9959789212509121	106
124	6215.740704263593	0.9956032357408326	108
125	6217.487670351037	0.9959268831351413	108
126	6215.1199047961045	0.9958548117646188	108
127	6214.600599075112	0.9958800822095486	107
128	6213.836265064462	0.9958794444665781	108
129	6211.515141535874	0.9957750745952931	106
130	6214.827193105381	0.9962007402304577	106
131	6211.433273630185	0.9958043420261332	107
132	6211.182375455437	0.995804444824099	107
133	6211.510902028447	0.9959638457661787	108
134	6209.131761053111	0.9958040357170618	108
135	6209.560778972814	0.9958635361205302	106
136	6207.8149173206275	0.9958402644358408	107
137	6207.245743413677	0.9958945905146578	107
138	6206.21999719731	0.995799027750845	107
139	6205.69226326023	0.9957715086338231	106
140	6205.2641741697025	0.9959243379900808	106
141	6205.1959242748035	0.9960020314417612	108
142	6204.327802690583	0.995740451139185	108
143	6204.334270337024	0.9958094457874384	107
144	6206.8424721482625	0.9961383036433848	108
145	6202.341172400505	0.9956438765932092	107
146	6202.49736284333	0.9959237476100836	109
147	6202.480795876541	0.9958356623157792	108
148	6200.249189409333	0.9957407748752646	106
149	6201.049404866171	0.9957451062352134	107
150	6200.621218995236	0.9958373919196193	107
151	6198.7622490716085	0.9957103196815525	108
152	6198.727454981782	0.9957054470152064	105
153	6197.628922015135	0.9957052663837314	106
154	6196.872367222533	0.9958071894709839	106
155	6197.3457018112385	0.995829995544502	106
156	6196.6053886105665	0.9959088723755738	108
157	6196.861240540919	0.9957703787115123	106
158	6194.520849390415	0.9957976390428073	107
159	6193.855075059557	0.9958095624842451	107
160	6192.758575357343	0.9957244051946118	107
161	6195.059491048907	0.9959808387029332	109
162	6193.204309136771	0.995771162606141	110
163	6192.181030163957	0.9958222522863893	108
164	6192.56872810398	0.995765860519067	108
165	6191.007716595432	0.9957276709945747	106
166	6191.288645599776	0.9958445619574576	106
167	6191.249844976177	0.9955919870881221	106
168	6191.302630149944	0.995853960834811	107
169	6189.8756446188345	0.9957234739722692	106
170	6190.199735058156	0.9958016943503923	106
171	6189.793189023963	0.9958984681843642	106
172	6189.0615146790915	0.9957754820451609	106
173	6188.242221657792	0.9957517449096714	106
174	6187.949380780549	0.9958250755151825	106
175	6187.962683050729	0.995850188956667	106
176	6187.1080292706	0.9958764764760107	107
177	6186.186248423486	0.9958383984629884	108
178	6185.42540201093	0.9957521600039015	107
179	6187.152705910174	0.9960255989579342	106
180	6185.513564584501	0.9957031922490073	106
181	6185.820526643078	0.9958965457608348	106
182	6184.887755745515	0.9958279131773876	106
183	6184.412733411575	0.995768394063941	106
184	6183.889130377663	0.9959234414613835	106
185	6184.375816283632	0.995856628396586	106
186	6184.467895617293	0.9959390550450894	106
187	6181.911839616031	0.9956430105885048	106
188	6182.45950506236	0.9959077391923811	106
189	6186.887273157231	0.9961906999750523	106
190	6182.257738929372	0.9957066814995668	108
191	6181.297194681894	0.9956990927324166	106
192	6181.18555738509	0.9959134299658874	106
193	6181.673899943946	0.995849708965541	107
194	6180.792120936098	0.9958517933105674	106
195	6181.092944664378	0.9958340969320905	107
196	6180.702440530409	0.9958061025816229	107
197	6182.981689672085	0.9959852325542091	108
198	6179.891561273823	0.9957533457888617	107
199	6179.64145047996	0.9958713704160511	108
200	6179.6559513382845	0.9959102727907121	106
201	6180.069301779708	0.9961602764279318	106
202	6178.9899965842205	0.995891579811883	107
203	6179.267705121917	0.9960660525501577	106
204	6176.898024103139	0.9958452238630287	107
205	6177.560190845712	0.9959278160681104	106
206	6176.153488036015	0.9958325676853881	106
207	6176.629824131166	0.9959079259179633	109
208	6176.172655374159	0.9957903338654693	108
209	6176.907076793722	0.9958492821642102	108
210	6175.354691879204	0.9958354065236489	108
211	6177.587926534473	0.9959194033135214	106
212	6175.425988824271	0.995803462176045	107
213	6173.908785559137	0.9959191685834807	106
214	6174.53340938551	0.995900358319817	108
215	6175.686114857764	0.9960087686910758	108
216	6173.912665971833	0.9958494609246874	108
217	6174.971677059978	0.9961729488565249	106
218	6173.7498103804655	0.9958733215994899	106
219	6179.768906337584	0.9964290734898349	106
220	6172.683487773263	0.9957137132973949	107
221	6173.305506849075	0.99608019916466	107
222	6173.681743098375	0.9960223001749526	107
223	6172.378722761351	0.9958737034968731	109
224	6174.086965737108	0.9959748203444374	106
225	6172.451688183156	0.9961023991417992	108
226	6171.461401257708	0.9959130374840022	106
227	6173.388093820067	0.996000049413587	109
228	6171.078169229961	0.995856619148511	107
229	6171.5425934522145	0.9961589565191569	106
230	6170.723189637051	0.9959465059998859	106
231	6172.7571118273545	0.9959046104029156	107
232	6169.7711169597815	0.9958771898072931	106
233	6171.092974005045	0.9960276853877867	107
234	6173.454420806474	0.9960028468226103	107
235	6169.101253766115	0.9958069534579734	107
236	6169.406166357203	0.9959962173962272	106
237	6170.84912109375	0.9959142980019607	108
238	6169.268702266676	0.9960317885929159	107
239	6168.204691003363	0.9958657454482108	106
240	6169.2597743834085	0.9960125686876442	107
241	6169.953564672085	0.9960096248596773	108
242	6168.047478016396	0.9959786115205876	108
243	6167.65245235426	0.9959268906725897	107
244	6169.199118466227	0.9960285472228388	107
245	6167.288956085342	0.9959338325021513	107
246	6166.380027764154	0.9959057880623993	106
247	6167.637873984025	0.9959998736467062	107
248	6167.013377592489	0.9959784978708344	107
249	6167.452421699832	0.9960621291746473	110
250	6167.163145056755	0.9959450966574152	107
251	6167.795675536015	0.9962904771347217	108
252	6166.60297304162	0.9959965674866476	106
253	6165.753231414658	0.9960028746202922	106
254	6166.274939129064	0.9961062107920112	107
255	6164.548917898683	0.9958789660257075	106
256	6166.5320141711045	0.9960679335979068	106
257	6166.815431877102	0.9960443214450716	107
258	6166.187298994535	0.9959656431001398	112
259	6166.331725581558	0.9962590060426515	107
260	6165.413995936098	0.9960012083630926	107
261	6165.386357027746	0.9959730663107115	107
262	6165.572681649383	0.9959831537152619	107
263	6164.477574971973	0.9959723140626745	108
264	6163.995510877943	0.9960470448694956	108
265	6165.733342383688	0.9960385640105859	106
266	6164.684094730942	0.9960741156954401	106
267	6167.042529515835	0.9960480109993117	107
268	6165.496239139574	0.9961801870521408	109
269	6164.6670390449835	0.9960226223073199	108
270	6163.622202126541	0.9962491769427141	109
271	6164.589679091929	0.9960949680195795	106
272	6162.502629712024	0.9959553611652734	107
273	6162.03757576023	0.9959667972385081	106
274	6163.507557630325	0.996063310095013	108
275	6162.464689164098	0.9960917001882477	109
276	6162.153007637332	0.996080449450711	106
277	6162.323035051149	0.9960833044864672	108
278	6160.7941349320345	0.9959457830997861	106
279	6162.377687079596	0.9963025720130168	106
280	6160.774996058716	0.9959222915995816	108
281	6160.275192247057	0.9960114933984696	106
282	6162.264437359865	0.9961205755114021	106
283	6162.067068385651	0.9961049767887645	106
284	6160.322260369955	0.9960374213120328	106
285	6161.176770074271	0.9960491004546127	106
286	6159.966161890415	0.9960302831346144	108
287	6160.41283676079	0.9960629852897918	107
288	6160.290909210342	0.9961713220506505	106
289	6160.910891080437	0.9961918578554162	107
290	6160.488122722814	0.9960325585887037	106
291	6158.947063743694	0.995969108989955	108
292	6160.071422190303	0.9961615062615262	108
293	6160.126457837024	0.9960784560896356	108
294	6158.02088705157	0.9960527271967833	106
295	6158.570872600196	0.9960803087516751	108
296	6157.508225458941	0.9961670112716777	107
297	6156.981046367012	0.995966862830346	106
298	6159.191136053111	0.9961014225878523	108
299	6157.526347481082	0.9961376709253799	202
300	6157.3760921734865	0.9960147765719837	124
301	6157.560216683016	0.996108544353947	106
302	6157.810871811939	0.9961154482289815	107
303	6162.987829316144	0.9962328164032221	107
304	6155.548753240611	0.9958888645663925	107
305	6155.7241250350335	0.9960695573567275	108
306	6155.339727263173	0.9961212129870872	108
307	6154.136142446749	0.9960291208173128	106
308	6155.738064917321	0.9962734652207037	109
309	6155.08632856292	0.996095381937754	106
310	6155.239516185538	0.996055771791347	106
311	6155.23403911505	0.9960477978659318	107
312	6155.037638820768	0.9961290290537437	109
313	6155.141224513032	0.9961014881796901	106
314	6156.577282441143	0.9960980294531236	106
315	6154.186691161015	0.9960838757288295	108
316	6154.207839213144	0.9960934086230838	107
317	6152.928655759529	0.9959977947543021	107
318	6154.889006446188	0.9962009112931153	106
319	6152.628628170543	0.9959482851584396	107
320	6152.9334702564465	0.9961747369958681	106
321	6153.184551044003	0.9961008307110568	109
322	6153.056019215947	0.9959828508809009	107
323	6153.042428794142	0.9961198736733919	107
324	6154.722071188341	0.9961257039164214	108
325	6150.964313866311	0.9958745951075191	105
326	6153.576945242433	0.9961841516965173	106
327	6150.235855608885	0.9959204835207472	106
328	6151.061309294422	0.9961074467197127	106
329	6150.771835149243	0.9960894414127675	107
330	6150.357014171104	0.9959966432353307	107
331	6150.18764057245	0.9961052272351868	107
332	6149.591387857343	0.9960930045944693	108
333	6149.613978857203	0.9960243476880506	106
334	6149.800109480101	0.9961331241333966	108
335	6149.844815460342	0.9963002616514539	106
336	6148.233647176289	0.9960166757951403	106
337	6150.047880465247	0.9961967220755436	106
338	6148.125569734445	0.9959823282844817	107
339	6146.120992590387	0.9960166983005712	108
340	6147.9953015519895	0.996169779332764	106
341	6146.663122284894	0.9959633208711051	106
342	6145.846475178671	0.9960410366678452	108
343	6145.031207521721	0.9959992993572903	108
344	6146.685563078055	0.9962051358458173	107
345	6145.524569962164	0.9960245267692702	108
346	6145.220096605241	0.995974802115573	107
347	6144.289935713285	0.9960406406043356	109
348	6144.105143813061	0.996082464515361	108
349	6144.927913922365	0.9959855037954356	106
350	6142.838009301429	0.9959646385881399	106
351	6144.046211988509	0.9960633100415559	107
352	6143.917460324412	0.996039978271108	107
353	6142.954993168441	0.9960124891435085	106
354	6143.007900522001	0.9959669680873374	106
355	6141.610179021861	0.9959873597718141	106
356	6142.192070137332	0.9960154223335164	106
357	6142.654005220012	0.9960474016955081	108
358	6140.948018848094	0.9959926748489585	106
359	6142.2658194366595	0.9960244436969672	106
360	6142.6169116101455	0.9959909950671174	107
361	6143.3660138733185	0.9961015945592804	107
362	6141.556198763313	0.9959896146449273	105
363	6140.7331886736265	0.9959027489739148	107
364	6141.572771423066	0.9961946356991481	106
365	6139.8401502942825	0.9959635058326037	105
366	6141.516792495796	0.9960050054729787	106
367	6142.2977280689465	0.9960234890604233	106
368	6140.254798731782	0.995980453544668	108
369	6139.241387419423	0.9959401718704155	107
370	6140.684362738229	0.9960374821461904	108
371	6139.573992783072	0.9960312825147346	106
372	6138.037779831138	0.9960050357831434	106
373	6138.9892998528585	0.9959971435401471	106
374	6137.614094468189	0.9959857062373996	108
375	6138.660570084781	0.9960198547273473	106
376	6138.23355039588	0.9960371463288106	106
377	6138.806860461043	0.9961338900664463	106
378	6137.100049047085	0.9958994823720958	106
379	6137.611691598935	0.996057708541374	106
380	6137.371084115751	0.9960478174846803	107
381	6137.270292793582	0.9961012482108557	106
382	6137.716263050028	0.9960603657324753	106
383	6135.901277851738	0.9959586347165129	107
384	6136.818838022001	0.9960250685033242	107
385	6138.01758907301	0.9960674378369421	108
386	6137.756016588425	0.9959977639630236	107
387	6136.328909315443	0.9960229406442342	108
388	6136.388350003504	0.9960725370009383	108
389	6135.690782651345	0.9960086126498577	106
390	6135.880474442965	0.9961195178630641	107
391	6135.339249492013	0.996069687150519	107
392	6135.331740470852	0.9961533194165594	107
393	6136.090224740751	0.9960221335492326	109
394	6136.325028464827	0.9960802763032272	106
395	6135.973506691424	0.9960760565082054	108
396	6135.899742064882	0.9960448646759239	108
397	6135.940098181754	0.9960568051701704	107
398	6135.265735355942	0.996065991074515	106
399	6133.642995901065	0.9960567848564797	108
400	6134.117149838845	0.9960680612534151	106
401	6135.7584877732625	0.9961739260519566	107
402	6133.8638317159475	0.9960082902502051	107
403	6134.946735741311	0.9960536411524888	106
404	6134.6409188445905	0.9960633767025353	106
405	6135.935651100056	0.9960771028236424	106
406	6134.753008513173	0.9960175582646255	108
407	6135.506148840387	0.9961066366845717	108
408	6133.992760299888	0.9960749726124408	106
409	6134.27915542671	0.9961346110955482	106
410	6133.618297628223	0.9961162165141426	106
411	6132.897472761351	0.996081173152667	106
412	6131.640313200673	0.9960967421531677	106
413	6133.4095917706	0.9961503212227415	106
414	6131.928654007847	0.9960203680222345	107
415	6132.9919089826235	0.99618299424381	106
416	6132.942294352579	0.9960526479733899	106
417	6133.424084746356	0.9962222091285637	106
418	6130.962074341368	0.9959876699832523	106
419	6132.36963941634	0.9961618132655397	106
420	6133.260933120796	0.9960817098082982	106
421	6131.969363088565	0.9961288172567906	106
422	6131.66867467769	0.9960456963077254	106
423	6132.45652063481	0.9961121732878578	107
424	6132.0314904183015	0.9960336614617318	107
425	6132.188474810819	0.9961442237477666	108
426	6132.617411277326	0.996212498703345	108
427	6131.865909210342	0.9960798534577203	107
428	6132.632558506166	0.996192534996255	108
429	6130.813773034613	0.9960957526091503	107
430	6132.145402711603	0.996186882925675	106
431	6131.397469257988	0.9960875627171298	107
432	6130.526270845011	0.9961289545345734	106
433	6131.1933834606225	0.9961432297133545	107
434	6131.442953860706	0.9961013571029287	108
435	6132.12400154148	0.9961438327092226	108
436	6130.997782371076	0.9961122149843806	107
437	6131.174470116312	0.9961970033132442	108
438	6131.252015747617	0.9961165314832611	108
439	6130.9497490716085	0.9961386164742201	107
440	6130.223050378363	0.9961172870990941	106
441	6130.028032598795	0.99611107993019	108
442	6131.763414815723	0.9961652622094603	107
443	6130.918345361547	0.9961345526135021	107
444	6130.97898157231	0.9961472690907295	106
445	6129.937350231222	0.9960726844890235	106
446	6130.228180177971	0.9960954960686209	106
447	6129.174619009249	0.9961317703328325	106
448	6128.603954859165	0.9961155435964131	106
449	6128.511116171525	0.996098262739823	107
450	6130.118580086883	0.9962001335460509	107
451	6128.3644294772985	0.9960659657893159	106
452	6129.7400399383405	0.9961648172861792	106
453	6128.301961445488	0.9961155098115382	107
454	6129.403997337444	0.9961924355660854	106
455	6129.375366101457	0.9962000932928693	106
456	6129.749174082119	0.9961306756921948	106
457	6127.101271720852	0.9959823356615588	107
458	6127.811159963565	0.9961719702177518	108
459	6127.681371303952	0.996177234029556	108
460	6127.243685625701	0.9961311097636886	108
461	6126.9743107132845	0.9961463177150675	106
462	6127.1249426324275	0.9961766292696042	110
463	6128.702958152327	0.9961994043380156	106
464	6127.96384616732	0.9961342148182103	106
465	6128.535735618694	0.9962484661239145	108
466	6127.24950120866	0.9961003600214628	108
467	6128.06151292741	0.9962591230067437	106
468	6127.3336016325675	0.9961062984616232	106
469	6126.667010580157	0.9961498252479485	108
470	6126.9982421875	0.996191519792839	108
471	6126.6902860496075	0.9961373552078624	106
472	6126.425298661715	0.9961792398461312	107
473	6127.066720676849	0.9961425848605922	106
474	6126.674550693666	0.9962228755245294	107
475	6126.109307560258	0.9961648495207988	106
476	6126.643036189742	0.9961827849058827	108
477	6127.0136578615475	0.9961915405341862	106
478	6126.264768865611	0.9961088375660336	107
479	6127.851777956838	0.9962141460901953	107
480	6127.07151721903	0.9961508730601837	106
481	6126.088193227999	0.9961065251196446	106
482	6126.944004431754	0.9962016392181807	106
483	6126.317553163537	0.9961711209985707	107
484	6127.059844012752	0.9962082033734685	106
485	6127.46962846833	0.9961552224886256	108
486	6126.115512016536	0.9961615567784673	107
487	6125.892954736547	0.9961297318539812	106
488	6125.907522158773	0.9961759576883017	106
489	6125.210176394338	0.9961944178080879	110
490	6124.960891518358	0.9961970385949174	106
491	6124.566955402186	0.9961518337908347	108
492	6125.510732991172	0.996169258179686	106
493	6125.810605118414	0.9961229540307426	107
494	6126.6074332609305	0.9962287264019919	107
495	6125.825202319226	0.9961451264240282	106
496	6126.217736214266	0.9962375112178614	106
497	6125.706265765135	0.9961619169188187	106
498	6125.489446118274	0.9961972008371567	107
499	6126.202316598935	0.9961596045258868	107
500	6124.63384292671	0.9961669217845249	107
501	6124.588892148963	0.9962012394126756	107
502	6125.092384564182	0.9961941110713599	107
503	6124.738187535034	0.9962011870781937	106
504	6124.940576828755	0.9961732115446185	106
505	6124.826860723795	0.9961610625677579	106
506	6124.496775592068	0.996206893728453	107
507	6124.119894286015	0.9961879792234822	106
508	6124.471194909614	0.9961504303820999	106
509	6124.468860793862	0.9962367811545129	108
510	6122.94618133408	0.9961312489124692	106
511	6124.379252207119	0.9962474368612863	106
512	6124.042495358044	0.9961576561222162	106
513	6124.70776914588	0.9962501779800038	108
514	6122.910408054232	0.9961126203494222	107
515	6124.167162538537	0.9962432683850617	106
516	6125.407439829736	0.9962316004684688	106
517	6123.530759967069	0.9961728981792125	108
518	6122.546173013593	0.9961314422667293	108
519	6122.951134213845	0.9962016509787384	109
520	6124.070344468189	0.9962896680083511	107
521	6124.3560332294	0.9961882322893014	108
522	6123.187277536435	0.9961777546480632	106
523	6122.066432087304	0.9961431666874565	108
524	6122.791870445628	0.9961834176773448	106
525	6121.931448377943	0.9961614412042592	107
526	6122.493150486967	0.9962410631201193	109
527	6121.60471946819	0.9961012898004643	107
528	6121.854240821188	0.9961809665098319	106
529	6121.6040967453755	0.9961700860160349	107
530	6121.928115803672	0.9962296184937516	108
531	6121.468366381727	0.9961940263418874	106
532	6121.440737983464	0.9961772826220423	106
533	6122.687815302691	0.9962431446319203	108
534	6121.524605433717	0.9961794245403444	109
535	6121.624117590387	0.9961477284474223	108
536	6121.980074183716	0.9962921938554054	108
537	6122.1100349460485	0.9961939881200748	106
538	6120.5239218399665	0.9962058962727875	107
539	6120.955709168302	0.9962036552985153	109
540	6120.796062219731	0.9962140108972387	106
541	6120.646834711323	0.9961842018392588	106
542	6120.972754782091	0.9962176053513326	106
543	6120.870175868834	0.9961528969987091	106
544	6120.533805265555	0.9961502191197177	106
545	6120.954671296945	0.9962567646407225	106
546	6121.047073377943	0.996184932971749	106
547	6120.861628100476	0.9961711660094326	106
548	6119.678799397421	0.9962003848477864	106
549	6119.905018129904	0.9962717196866536	108
550	6120.47290542671	0.996277310923076	108
551	6119.529486932455	0.9962367490268075	107
552	6120.379040253643	0.9962700874816142	107
553	6118.915808050729	0.9961396667989381	106
554	6119.174574341368	0.996256324742407	108
555	6120.345972008128	0.9962597357852576	106
556	6120.112234182315	0.9962605016113931	106
557	6119.984326390835	0.9962735114076212	107
558	6119.52642105171	0.9962513818869142	107
559	6118.517250122618	0.9961953354523321	107
560	6119.494190985846	0.9962899091532412	107
561	6118.364386561098	0.9962119602836301	107
562	6118.534687237247	0.9962765808597274	106
563	6119.209173118694	0.9962687718494057	107
564	6118.870261263312	0.9962525639298785	109
565	6118.612983902046	0.9962272804948781	107
566	6117.882309329456	0.9962570545384702	106
567	6119.193433383548	0.9962844286798896	107
568	6118.457623318385	0.9962752268987921	107
569	6119.154344170403	0.9962570108640354	106
570	6118.427277624019	0.9962729387219177	106
571	6119.024621198851	0.9962454833257359	107
572	6118.2933006936655	0.9962899138574643	106
573	6118.684696871496	0.9962624917115865	107
574	6118.375763295264	0.9962766624352323	107
575	6118.212887121636	0.9962439936372731	106
576	6118.722572169282	0.9962910359215843	106
577	6118.654297750841	0.9963372905158141	107
578	6117.783622214826	0.9961636773673943	107
579	6117.034461270319	0.9962751700204584	108
580	6117.832991171525	0.996356513895796	107
581	6117.364003380745	0.9962312246117356	106
582	6117.277127855241	0.9962885392620959	106
583	6117.327296016676	0.9962548944447607	108
584	6118.434657896581	0.9963002448124736	108
585	6118.227454105941	0.9963310132112204	106
586	6118.305698658211	0.9962472927944542	106
587	6118.196236074131	0.9963266212843993	108
588	6117.593389591508	0.9962670798793501	108
589	6117.6043686939465	0.996310532039591	107
590	6116.897714931334	0.9962481438311761	106
591	6117.31768629134	0.9963432635427056	108
592	6117.50924449972	0.9962687964931197	108
593	6116.852413379344	0.9962485362596042	107
594	6117.081899873879	0.9962996633598088	106
595	6116.9924480626405	0.9963125546416894	107
596	6116.419295210902	0.9962607927921107	108
597	6115.7836213389855	0.9963079192713237	107
598	6115.129430002803	0.9962857312685706	109
599	6116.148292548346	0.9963314640682375	106
600	6116.8559482728415	0.9962712078351076	106
601	6116.234319822029	0.99634973382736	106
602	6116.722590124019	0.9963687220496447	107
603	6116.4660962023545	0.9962780756266127	106
604	6115.051123703755	0.9962858130044466	108
605	6115.754939742153	0.9963353090222107	107
606	6115.274981169423	0.9962809078361956	107
607	6115.304964265695	0.9963614802724042	107
608	6114.054399348374	0.9963097948129936	106
609	6115.730819086323	0.996398046091533	107
610	6114.299660173767	0.9963079169726693	107
611	6114.327633215386	0.9962942357555099	107
612	6114.7196363508965	0.9963451853782073	107
613	6113.821352123038	0.9963232488375608	106
614	6114.3032366697025	0.9963776517342025	107
615	6114.646194909613	0.9963339424454043	106
616	6114.290772579176	0.9963319984252142	106
617	6114.12502189602	0.9963395514295774	106
618	6113.703236231782	0.9963055004988016	106
619	6113.689752224635	0.9963103734324331	107
620	6114.006209273402	0.9963928493149078	106
621	6113.595006393638	0.9963155867272963	108
622	6113.296488754204	0.9963734171850265	108
623	6113.997739016956	0.9963365339912107	107
624	6113.977829403728	0.9963443967793555	106
625	6112.796656477719	0.9963253422702909	109
626	6113.4928163537	0.9963575066472383	107
627	6112.362605100897	0.9963305162207428	106
628	6112.320622985566	0.9962870095342798	107
629	6112.4982364945345	0.9963443895091925	108
630	6112.041096202354	0.9963285616160508	106
631	6111.957374141676	0.9963732427011156	106
632	6111.013826898823	0.9963039555357176	106
633	6113.512571381026	0.9964358021325594	106
634	6112.315320207399	0.9962907330337661	107
635	6112.402716858184	0.996334567625961	106
636	6110.916592804092	0.9963274082795387	108
637	6111.285874001542	0.9965473068134667	106
638	6112.117774751261	0.9963736240104709	106
639	6111.475566669003	0.996362993802725	107
640	6113.377394110847	0.9964578007368764	106
641	6111.330766535874	0.996366362614482	106
642	6110.365610110706	0.9963589587019164	107
643	6111.045213967909	0.9963796705943052	107
644	6110.189912065583	0.9963219457143091	106
645	6110.997908930073	0.9963614941712452	106
646	6110.246500140134	0.9963270882319977	106
647	6110.296065285173	0.9963963771080222	106
648	6109.726273910454	0.9963828997227109	108
649	6109.022512612108	0.9963466862391998	107
650	6109.581485163257	0.996362615433509	107
651	6110.031687920404	0.996384366478086	106
652	6110.020838004484	0.9964009940891523	107
653	6109.098360863929	0.9963567126492214	107
654	6108.085534613228	0.9963552871092552	108
655	6109.107059276906	0.9963916401692036	108
656	6108.838350879344	0.9963778793009942	107
657	6109.330810765835	0.9963631418253809	107
658	6109.313201986407	0.9963859139001957	108
659	6108.765227806194	0.9964485730290947	107
660	6108.155073745796	0.9963748094212314	107
661	6108.0237313445905	0.9963831737437056	106
662	6108.510001226177	0.9963804745887962	106
663	6109.316827091508	0.9963671113343516	107
664	6111.4647355836605	0.9965158560350872	108
